2026/08/15 23:57:57.153, 32607, 2, 0, 270.09
2026/08/15 23:57:57.656, 32607, 2, 0, 143.00
2026/08/15 23:57:58.156, 32607, 2, 0, 120.40
2026/08/15 23:57:58.656, 32607, 2, 0, 120.40
2026/08/15 23:57:59.156, 32607, 2, 0, 77.44
2026/08/15 23:57:59.656, 32607, 2, 0, 77.44
2026/08/15 23:58:00.157, 32607, 2, 0, 49.51
2026/08/15 23:58:00.657, 32607, 2, 0, 49.51
2026/08/15 23:58:01.157, 32607, 2, 0, 47.50
2026/08/15 23:58:01.657, 32607, 2, 0, 47.50
2026/08/15 23:58:02.158, 32607, 2, 0, 44.43
2026/08/15 23:58:02.658, 32607, 2, 0, 44.43
2026/08/15 23:58:03.158, 32607, 2, 0, 43.38
2026/08/15 23:58:03.658, 32607, 2, 0, 43.38
2026/08/15 23:58:04.158, 32607, 2, 0, 34.77
2026/08/15 23:58:04.659, 32607, 2, 0, 34.77
2026/08/15 23:58:05.159, 32607, 2, 0, 34.52
2026/08/15 23:58:05.659, 32607, 2, 0, 34.52
2026/08/15 23:58:06.159, 32607, 2, 0, 33.57
2026/08/15 23:58:06.659, 32607, 4, 0, 33.57
2026/08/15 23:58:07.160, 32607, 4, 0, 34.36
2026/08/15 23:58:07.660, 32607, 4, 0, 34.09
2026/08/15 23:58:08.160, 32607, 4, 0, 34.03
2026/08/15 23:58:08.660, 32607, 4, 0, 34.03
2026/08/15 23:58:09.161, 32607, 4, 0, 32.00
2026/08/15 23:58:09.661, 32607, 4, 0, 32.00
2026/08/15 23:58:10.161, 32607, 4, 0, 31.28
2026/08/15 23:58:10.661, 32607, 4, 0, 31.28
2026/08/15 23:58:11.161, 32607, 4, 0, 31.43
2026/08/15 23:58:11.662, 32607, 4, 0, 31.43
2026/08/15 23:58:12.162, 32607, 4, 0, 31.77
2026/08/15 23:58:12.662, 32607, 4, 0, 31.77
2026/08/15 23:58:13.162, 32607, 4, 0, 31.82
2026/08/15 23:58:13.662, 32607, 4, 0, 31.82
2026/08/15 23:58:14.163, 32607, 4, 0, 31.29
2026/08/15 23:58:14.663, 32607, 4, 0, 31.29
2026/08/15 23:58:15.163, 32607, 4, 0, 31.08
2026/08/15 23:58:15.663, 32607, 4, 0, 31.08
2026/08/15 23:58:16.164, 32607, 4, 0, 30.73
2026/08/15 23:58:16.664, 32607, 4, 0, 30.73
2026/08/15 23:58:17.164, 32607, 4, 0, 30.33
2026/08/15 23:58:17.664, 32607, 4, 0, 30.33
2026/08/15 23:58:18.164, 32607, 4, 0, 30.74
2026/08/15 23:58:18.665, 32607, 4, 0, 30.74
2026/08/15 23:58:19.165, 32607, 4, 0, 30.95
2026/08/15 23:58:19.665, 32607, 4, 0, 31.39
2026/08/15 23:58:20.165, 32607, 4, 0, 31.39
2026/08/15 23:58:20.666, 32607, 4, 0, 32.12
2026/08/15 23:58:21.166, 32607, 4, 0, 32.12
2026/08/15 23:58:21.666, 32607, 4, 0, 31.99
2026/08/15 23:58:22.166, 32607, 508, 1, 37.05
2026/08/15 23:58:22.666, 32607, 750, 0, 48.91
2026/08/15 23:58:23.167, 32607, 750, 0, 82.12
2026/08/15 23:58:23.667, 32607, 750, 0, 82.05
